smooth_h,smooth_b,dist_max_h,dist_max_l,trades,pf,wr,equity,max_dd
2,3,75,225,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,75,275,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,125,75,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,125,125,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,125,175,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,125,225,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,125,275,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,175,75,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,175,125,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,175,175,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,175,225,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,175,275,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,225,75,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,225,125,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,225,175,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,225,225,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,225,275,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,275,75,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,275,125,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,275,175,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,275,225,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,3,275,275,2966,1.100324902389827,0.4629130141604855,4604.570791714599,3567.732739130346
2,5,75,75,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,75,125,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,75,175,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,75,225,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,75,275,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,125,75,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,125,125,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,125,175,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,125,225,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,125,275,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,175,75,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,175,125,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,175,175,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,175,225,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,175,275,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,225,75,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,225,125,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,225,175,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,225,225,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,225,275,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,275,75,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,275,125,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,275,175,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,275,225,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,5,275,275,2649,1.097539169275614,0.45941864854662134,4018.203080561402,2694.1736835245047
2,2,75,75,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,75,125,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,75,175,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,75,225,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,75,275,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,125,75,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,125,125,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,125,175,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,125,225,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,125,275,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,175,75,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,175,125,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,175,175,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,175,225,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,175,275,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,225,75,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,225,125,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,225,175,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,225,225,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,225,275,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,275,75,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,275,125,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,275,175,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,275,225,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
2,2,275,275,3148,1.095725163384315,0.4593392630241423,4673.2164088020145,3660.406586441426
3,2,75,75,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,75,125,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,75,175,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,75,225,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,75,275,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,125,75,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,125,125,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,125,175,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,125,225,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,125,275,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,175,75,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,175,125,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,175,175,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,175,225,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,175,275,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,225,75,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,225,125,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,225,175,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,225,225,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,225,275,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,275,75,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,275,125,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,275,175,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,275,225,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
3,2,275,275,2960,1.0897087600580517,0.4635135135135135,4183.31519308909,3022.0073785790337
