smooth_h,smooth_b,dist_max_h,dist_max_l,trades,pf,wr,equity,max_dd
4,4,275,75,2317,1.1838486874240077,0.48554164868364263,6577.4889526731595,1505.775254717575
4,4,275,125,2317,1.1838486874240077,0.48554164868364263,6577.4889526731595,1505.775254717575
4,4,275,175,2317,1.1838486874240077,0.48554164868364263,6577.4889526731595,1505.775254717575
4,4,275,225,2317,1.1838486874240077,0.48554164868364263,6577.4889526731595,1505.775254717575
4,4,275,275,2317,1.1838486874240077,0.48554164868364263,6577.4889526731595,1505.775254717575
5,5,75,75,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,75,125,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,75,175,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,75,225,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,75,275,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,125,75,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,125,125,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,125,175,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,125,225,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,125,275,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,175,75,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,175,125,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,175,175,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,175,225,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,175,275,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,225,75,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,225,125,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,225,175,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,225,225,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,225,275,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,275,75,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,275,125,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,275,175,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,275,225,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
5,5,275,275,2017,1.1669078526289214,0.48686167575607336,5323.624615595961,829.4094063177545
4,5,75,75,2193,1.1656772029251032,0.4778841769265846,5692.991334163767,1278.6473639076812
4,5,75,125,2193,1.1656772029251032,0.4778841769265846,5692.991334163767,1278.6473639076812
4,5,75,175,2193,1.1656772029251032,0.4778841769265846,5692.991334163767,1278.6473639076812
4,5,75,225,2193,1.1656772029251032,0.4778841769265846,5692.991334163767,1278.6473639076812
4,5,75,275,2193,1.1656772029251032,0.4778841769265846,5692.991334163767,1278.6473639076812
